08/08/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
03/08/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
27/07/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
25/07/2018,-300,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
23/07/2018,1900,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
18/07/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
08/07/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
03/07/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
01/07/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
24/06/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
22/06/2018,1900,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
16/06/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
12/06/2018,-300,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
